"","time","value","age_group","econ_sector","vaccine_group","compartment"
"10893",2,0,"20-64","sector_11","new_vaccinations","new_vax"
"10894",3,0,"20-64","sector_12","new_vaccinations","new_vax"
"10895",4,0,"20-64","sector_13","new_vaccinations","new_vax"
"10896",5,0,"20-64","sector_14","new_vaccinations","new_vax"
"10897",6,0,"20-64","sector_15","new_vaccinations","new_vax"
"10898",7,0,"20-64","sector_16","new_vaccinations","new_vax"
"10899",8,0,"20-64","sector_17","new_vaccinations","new_vax"
"10900",9,0,"20-64","sector_18","new_vaccinations","new_vax"
"10901",10,0,"20-64","sector_19","new_vaccinations","new_vax"
"10902",0,0,"20-64","sector_20","new_vaccinations","new_vax"
"10903",1,0,"20-64","sector_21","new_vaccinations","new_vax"
"10904",2,0,"20-64","sector_22","new_vaccinations","new_vax"
"10905",3,0,"20-64","sector_23","new_vaccinations","new_vax"
"10906",4,0,"20-64","sector_24","new_vaccinations","new_vax"
"10907",5,0,"20-64","sector_25","new_vaccinations","new_vax"
"10908",6,0,"20-64","sector_26","new_vaccinations","new_vax"
"10909",7,0,"20-64","sector_27","new_vaccinations","new_vax"
"10910",8,0,"20-64","sector_28","new_vaccinations","new_vax"
"10911",9,0,"20-64","sector_29","new_vaccinations","new_vax"
"10912",10,0,"20-64","sector_30","new_vaccinations","new_vax"
"10913",0,0,"20-64","sector_31","new_vaccinations","new_vax"
"10914",1,0,"20-64","sector_32","new_vaccinations","new_vax"
"10915",2,0,"20-64","sector_33","new_vaccinations","new_vax"
"10916",3,0,"20-64","sector_34","new_vaccinations","new_vax"
"10917",4,0,"20-64","sector_35","new_vaccinations","new_vax"
"10918",5,0,"20-64","sector_36","new_vaccinations","new_vax"
"10919",6,0,"20-64","sector_37","new_vaccinations","new_vax"
"10920",7,0,"20-64","sector_38","new_vaccinations","new_vax"
"10921",8,0,"20-64","sector_39","new_vaccinations","new_vax"
"10922",9,0,"20-64","sector_40","new_vaccinations","new_vax"
"10923",10,0,"20-64","sector_41","new_vaccinations","new_vax"
"10924",0,0,"20-64","sector_42","new_vaccinations","new_vax"
"10925",1,0,"20-64","sector_43","new_vaccinations","new_vax"
"10926",2,0,"20-64","sector_44","new_vaccinations","new_vax"
"10927",3,0,"20-64","sector_45","new_vaccinations","new_vax"
"10928",4,0,"0-4","sector_00","new_vaccinations","new_vax"
"10929",5,0,"5-19","sector_00","new_vaccinations","new_vax"
"10930",6,0,"20-64","sector_00","new_vaccinations","new_vax"
"10931",7,0,"65+","sector_00","new_vaccinations","new_vax"
"10932",8,0,"20-64","sector_01","new_vaccinations","new_vax"
"10933",9,0,"20-64","sector_02","new_vaccinations","new_vax"
"10934",10,0,"20-64","sector_03","new_vaccinations","new_vax"
"10935",0,0,"20-64","sector_04","new_vaccinations","new_vax"
"10936",1,0,"20-64","sector_05","new_vaccinations","new_vax"
"10937",2,0,"20-64","sector_06","new_vaccinations","new_vax"
"10938",3,0,"20-64","sector_07","new_vaccinations","new_vax"
"10939",4,0,"20-64","sector_08","new_vaccinations","new_vax"
"10940",5,0,"20-64","sector_09","new_vaccinations","new_vax"
"10941",6,0,"20-64","sector_10","new_vaccinations","new_vax"
"10942",7,0,"20-64","sector_11","new_vaccinations","new_vax"
"10943",8,0,"20-64","sector_12","new_vaccinations","new_vax"
"10944",9,0,"20-64","sector_13","new_vaccinations","new_vax"
"10945",10,0,"20-64","sector_14","new_vaccinations","new_vax"
"10946",0,0,"20-64","sector_15","new_vaccinations","new_vax"
"10947",1,0,"20-64","sector_16","new_vaccinations","new_vax"
"10948",2,0,"20-64","sector_17","new_vaccinations","new_vax"
"10949",3,0,"20-64","sector_18","new_vaccinations","new_vax"
"10950",4,0,"20-64","sector_19","new_vaccinations","new_vax"
"10951",5,0,"20-64","sector_20","new_vaccinations","new_vax"
"10952",6,0,"20-64","sector_21","new_vaccinations","new_vax"
"10953",7,0,"20-64","sector_22","new_vaccinations","new_vax"
"10954",8,0,"20-64","sector_23","new_vaccinations","new_vax"
"10955",9,0,"20-64","sector_24","new_vaccinations","new_vax"
"10956",10,0,"20-64","sector_25","new_vaccinations","new_vax"
"10957",0,0,"20-64","sector_26","new_vaccinations","new_vax"
"10958",1,0,"20-64","sector_27","new_vaccinations","new_vax"
"10959",2,0,"20-64","sector_28","new_vaccinations","new_vax"
"10960",3,0,"20-64","sector_29","new_vaccinations","new_vax"
"10961",4,0,"20-64","sector_30","new_vaccinations","new_vax"
"10962",5,0,"20-64","sector_31","new_vaccinations","new_vax"
"10963",6,0,"20-64","sector_32","new_vaccinations","new_vax"
"10964",7,0,"20-64","sector_33","new_vaccinations","new_vax"
"10965",8,0,"20-64","sector_34","new_vaccinations","new_vax"
"10966",9,0,"20-64","sector_35","new_vaccinations","new_vax"
"10967",10,0,"20-64","sector_36","new_vaccinations","new_vax"
"10968",0,0,"20-64","sector_37","new_vaccinations","new_vax"
"10969",1,0,"20-64","sector_38","new_vaccinations","new_vax"
"10970",2,0,"20-64","sector_39","new_vaccinations","new_vax"
"10971",3,0,"20-64","sector_40","new_vaccinations","new_vax"
"10972",4,0,"20-64","sector_41","new_vaccinations","new_vax"
"10973",5,0,"20-64","sector_42","new_vaccinations","new_vax"
"10974",6,0,"20-64","sector_43","new_vaccinations","new_vax"
"10975",7,0,"20-64","sector_44","new_vaccinations","new_vax"
"10976",8,0,"20-64","sector_45","new_vaccinations","new_vax"
"10977",9,0,"0-4","sector_00","new_vaccinations","new_vax"
"10978",10,0,"5-19","sector_00","new_vaccinations","new_vax"
"10979",0,0,"20-64","sector_00","new_vaccinations","new_vax"
"10980",1,0,"65+","sector_00","new_vaccinations","new_vax"
"10981",2,0,"20-64","sector_01","new_vaccinations","new_vax"
"10982",3,0,"20-64","sector_02","new_vaccinations","new_vax"
"10983",4,0,"20-64","sector_03","new_vaccinations","new_vax"
"10984",5,0,"20-64","sector_04","new_vaccinations","new_vax"
"10985",6,0,"20-64","sector_05","new_vaccinations","new_vax"
"10986",7,0,"20-64","sector_06","new_vaccinations","new_vax"
"10987",8,0,"20-64","sector_07","new_vaccinations","new_vax"
"10988",9,0,"20-64","sector_08","new_vaccinations","new_vax"
"10989",10,0,"20-64","sector_09","new_vaccinations","new_vax"
"10990",0,0,"20-64","sector_10","new_vaccinations","new_vax"
"10991",1,0,"20-64","sector_11","new_vaccinations","new_vax"
"10992",2,0,"20-64","sector_12","new_vaccinations","new_vax"
"10993",3,0,"20-64","sector_13","new_vaccinations","new_vax"
"10994",4,0,"20-64","sector_14","new_vaccinations","new_vax"
"10995",5,0,"20-64","sector_15","new_vaccinations","new_vax"
"10996",6,0,"20-64","sector_16","new_vaccinations","new_vax"
"10997",7,0,"20-64","sector_17","new_vaccinations","new_vax"
"10998",8,0,"20-64","sector_18","new_vaccinations","new_vax"
"10999",9,0,"20-64","sector_19","new_vaccinations","new_vax"
"11000",10,0,"20-64","sector_20","new_vaccinations","new_vax"
"11001",0,0,"20-64","sector_21","new_vaccinations","new_vax"
"11002",1,0,"20-64","sector_22","new_vaccinations","new_vax"
"11003",2,0,"20-64","sector_23","new_vaccinations","new_vax"
"11004",3,0,"20-64","sector_24","new_vaccinations","new_vax"
"11005",4,0,"20-64","sector_25","new_vaccinations","new_vax"
"11006",5,0,"20-64","sector_26","new_vaccinations","new_vax"
"11007",6,0,"20-64","sector_27","new_vaccinations","new_vax"
"11008",7,0,"20-64","sector_28","new_vaccinations","new_vax"
"11009",8,0,"20-64","sector_29","new_vaccinations","new_vax"
"11010",9,0,"20-64","sector_30","new_vaccinations","new_vax"
"11011",10,0,"20-64","sector_31","new_vaccinations","new_vax"
"11012",0,0,"20-64","sector_32","new_vaccinations","new_vax"
"11013",1,0,"20-64","sector_33","new_vaccinations","new_vax"
"11014",2,0,"20-64","sector_34","new_vaccinations","new_vax"
"11015",3,0,"20-64","sector_35","new_vaccinations","new_vax"
"11016",4,0,"20-64","sector_36","new_vaccinations","new_vax"
"11017",5,0,"20-64","sector_37","new_vaccinations","new_vax"
"11018",6,0,"20-64","sector_38","new_vaccinations","new_vax"
"11019",7,0,"20-64","sector_39","new_vaccinations","new_vax"
"11020",8,0,"20-64","sector_40","new_vaccinations","new_vax"
"11021",9,0,"20-64","sector_41","new_vaccinations","new_vax"
"11022",10,0,"20-64","sector_42","new_vaccinations","new_vax"
"11023",0,0,"20-64","sector_43","new_vaccinations","new_vax"
"11024",1,0,"20-64","sector_44","new_vaccinations","new_vax"
"11025",2,0,"20-64","sector_45","new_vaccinations","new_vax"
"11026",3,0,"0-4","sector_00","new_vaccinations","new_vax"
"11027",4,0,"5-19","sector_00","new_vaccinations","new_vax"
"11028",5,0,"20-64","sector_00","new_vaccinations","new_vax"
"11029",6,0,"65+","sector_00","new_vaccinations","new_vax"
"11030",7,0,"20-64","sector_01","new_vaccinations","new_vax"
"11031",8,0,"20-64","sector_02","new_vaccinations","new_vax"
"11032",9,0,"20-64","sector_03","new_vaccinations","new_vax"
"11033",10,0,"20-64","sector_04","new_vaccinations","new_vax"
"11034",0,0,"20-64","sector_05","new_vaccinations","new_vax"
"11035",1,0,"20-64","sector_06","new_vaccinations","new_vax"
"11036",2,0,"20-64","sector_07","new_vaccinations","new_vax"
"11037",3,0,"20-64","sector_08","new_vaccinations","new_vax"
"11038",4,0,"20-64","sector_09","new_vaccinations","new_vax"
"11039",5,0,"20-64","sector_10","new_vaccinations","new_vax"
"11040",6,0,"20-64","sector_11","new_vaccinations","new_vax"
"11041",7,0,"20-64","sector_12","new_vaccinations","new_vax"
"11042",8,0,"20-64","sector_13","new_vaccinations","new_vax"
"11043",9,0,"20-64","sector_14","new_vaccinations","new_vax"
"11044",10,0,"20-64","sector_15","new_vaccinations","new_vax"
"11045",0,0,"20-64","sector_16","new_vaccinations","new_vax"
"11046",1,0,"20-64","sector_17","new_vaccinations","new_vax"
"11047",2,0,"20-64","sector_18","new_vaccinations","new_vax"
"11048",3,0,"20-64","sector_19","new_vaccinations","new_vax"
"11049",4,0,"20-64","sector_20","new_vaccinations","new_vax"
"11050",5,0,"20-64","sector_21","new_vaccinations","new_vax"
"11051",6,0,"20-64","sector_22","new_vaccinations","new_vax"
"11052",7,0,"20-64","sector_23","new_vaccinations","new_vax"
"11053",8,0,"20-64","sector_24","new_vaccinations","new_vax"
"11054",9,0,"20-64","sector_25","new_vaccinations","new_vax"
"11055",10,0,"20-64","sector_26","new_vaccinations","new_vax"
"11056",0,0,"20-64","sector_27","new_vaccinations","new_vax"
"11057",1,0,"20-64","sector_28","new_vaccinations","new_vax"
"11058",2,0,"20-64","sector_29","new_vaccinations","new_vax"
"11059",3,0,"20-64","sector_30","new_vaccinations","new_vax"
"11060",4,0,"20-64","sector_31","new_vaccinations","new_vax"
"11061",5,0,"20-64","sector_32","new_vaccinations","new_vax"
"11062",6,0,"20-64","sector_33","new_vaccinations","new_vax"
"11063",7,0,"20-64","sector_34","new_vaccinations","new_vax"
"11064",8,0,"20-64","sector_35","new_vaccinations","new_vax"
"11065",9,0,"20-64","sector_36","new_vaccinations","new_vax"
"11066",10,0,"20-64","sector_37","new_vaccinations","new_vax"
"11067",0,0,"20-64","sector_38","new_vaccinations","new_vax"
"11068",1,0,"20-64","sector_39","new_vaccinations","new_vax"
"11069",2,0,"20-64","sector_40","new_vaccinations","new_vax"
"11070",3,0,"20-64","sector_41","new_vaccinations","new_vax"
"11071",4,0,"20-64","sector_42","new_vaccinations","new_vax"
"11072",5,0,"20-64","sector_43","new_vaccinations","new_vax"
"11073",6,0,"20-64","sector_44","new_vaccinations","new_vax"
"11074",7,0,"20-64","sector_45","new_vaccinations","new_vax"
"11075",8,0,"0-4","sector_00","new_vaccinations","new_vax"
"11076",9,0,"5-19","sector_00","new_vaccinations","new_vax"
"11077",10,0,"20-64","sector_00","new_vaccinations","new_vax"
"11078",0,0,"65+","sector_00","new_vaccinations","new_vax"
"11079",1,0,"20-64","sector_01","new_vaccinations","new_vax"
"11080",2,0,"20-64","sector_02","new_vaccinations","new_vax"
"11081",3,0,"20-64","sector_03","new_vaccinations","new_vax"
"11082",4,0,"20-64","sector_04","new_vaccinations","new_vax"
"11083",5,0,"20-64","sector_05","new_vaccinations","new_vax"
"11084",6,0,"20-64","sector_06","new_vaccinations","new_vax"
"11085",7,0,"20-64","sector_07","new_vaccinations","new_vax"
"11086",8,0,"20-64","sector_08","new_vaccinations","new_vax"
"11087",9,0,"20-64","sector_09","new_vaccinations","new_vax"
"11088",10,0,"20-64","sector_10","new_vaccinations","new_vax"
"11089",0,0,"20-64","sector_11","new_vaccinations","new_vax"
"11090",1,0,"20-64","sector_12","new_vaccinations","new_vax"
"11091",2,0,"20-64","sector_13","new_vaccinations","new_vax"
"11092",3,0,"20-64","sector_14","new_vaccinations","new_vax"
"11093",4,0,"20-64","sector_15","new_vaccinations","new_vax"
"11094",5,0,"20-64","sector_16","new_vaccinations","new_vax"
"11095",6,0,"20-64","sector_17","new_vaccinations","new_vax"
"11096",7,0,"20-64","sector_18","new_vaccinations","new_vax"
"11097",8,0,"20-64","sector_19","new_vaccinations","new_vax"
"11098",9,0,"20-64","sector_20","new_vaccinations","new_vax"
"11099",10,0,"20-64","sector_21","new_vaccinations","new_vax"
"11100",0,0,"20-64","sector_22","new_vaccinations","new_vax"
"11101",1,0,"20-64","sector_23","new_vaccinations","new_vax"
"11102",2,0,"20-64","sector_24","new_vaccinations","new_vax"
"11103",3,0,"20-64","sector_25","new_vaccinations","new_vax"
"11104",4,0,"20-64","sector_26","new_vaccinations","new_vax"
"11105",5,0,"20-64","sector_27","new_vaccinations","new_vax"
"11106",6,0,"20-64","sector_28","new_vaccinations","new_vax"
"11107",7,0,"20-64","sector_29","new_vaccinations","new_vax"
"11108",8,0,"20-64","sector_30","new_vaccinations","new_vax"
"11109",9,0,"20-64","sector_31","new_vaccinations","new_vax"
"11110",10,0,"20-64","sector_32","new_vaccinations","new_vax"
"11111",0,0,"20-64","sector_33","new_vaccinations","new_vax"
"11112",1,0,"20-64","sector_34","new_vaccinations","new_vax"
"11113",2,0,"20-64","sector_35","new_vaccinations","new_vax"
"11114",3,0,"20-64","sector_36","new_vaccinations","new_vax"
"11115",4,0,"20-64","sector_37","new_vaccinations","new_vax"
"11116",5,0,"20-64","sector_38","new_vaccinations","new_vax"
"11117",6,0,"20-64","sector_39","new_vaccinations","new_vax"
"11118",7,0,"20-64","sector_40","new_vaccinations","new_vax"
"11119",8,0,"20-64","sector_41","new_vaccinations","new_vax"
"11120",9,0,"20-64","sector_42","new_vaccinations","new_vax"
"11121",10,0,"20-64","sector_43","new_vaccinations","new_vax"
"11122",0,0,"20-64","sector_44","new_vaccinations","new_vax"
"11123",1,0,"20-64","sector_45","new_vaccinations","new_vax"
"11124",2,0,"0-4","sector_00","new_vaccinations","new_vax"
"11125",3,0,"5-19","sector_00","new_vaccinations","new_vax"
"11126",4,0,"20-64","sector_00","new_vaccinations","new_vax"
"11127",5,0,"65+","sector_00","new_vaccinations","new_vax"
"11128",6,0,"20-64","sector_01","new_vaccinations","new_vax"
"11129",7,0,"20-64","sector_02","new_vaccinations","new_vax"
"11130",8,0,"20-64","sector_03","new_vaccinations","new_vax"
"11131",9,0,"20-64","sector_04","new_vaccinations","new_vax"
"11132",10,0,"20-64","sector_05","new_vaccinations","new_vax"
"11133",0,0,"20-64","sector_06","new_vaccinations","new_vax"
"11134",1,0,"20-64","sector_07","new_vaccinations","new_vax"
"11135",2,0,"20-64","sector_08","new_vaccinations","new_vax"
"11136",3,0,"20-64","sector_09","new_vaccinations","new_vax"
"11137",4,0,"20-64","sector_10","new_vaccinations","new_vax"
"11138",5,0,"20-64","sector_11","new_vaccinations","new_vax"
"11139",6,0,"20-64","sector_12","new_vaccinations","new_vax"
"11140",7,0,"20-64","sector_13","new_vaccinations","new_vax"
"11141",8,0,"20-64","sector_14","new_vaccinations","new_vax"
"11142",9,0,"20-64","sector_15","new_vaccinations","new_vax"
"11143",10,0,"20-64","sector_16","new_vaccinations","new_vax"
"11144",0,0,"20-64","sector_17","new_vaccinations","new_vax"
"11145",1,0,"20-64","sector_18","new_vaccinations","new_vax"
"11146",2,0,"20-64","sector_19","new_vaccinations","new_vax"
"11147",3,0,"20-64","sector_20","new_vaccinations","new_vax"
"11148",4,0,"20-64","sector_21","new_vaccinations","new_vax"
"11149",5,0,"20-64","sector_22","new_vaccinations","new_vax"
"11150",6,0,"20-64","sector_23","new_vaccinations","new_vax"
"11151",7,0,"20-64","sector_24","new_vaccinations","new_vax"
"11152",8,0,"20-64","sector_25","new_vaccinations","new_vax"
"11153",9,0,"20-64","sector_26","new_vaccinations","new_vax"
"11154",10,0,"20-64","sector_27","new_vaccinations","new_vax"
"11155",0,0,"20-64","sector_28","new_vaccinations","new_vax"
"11156",1,0,"20-64","sector_29","new_vaccinations","new_vax"
"11157",2,0,"20-64","sector_30","new_vaccinations","new_vax"
"11158",3,0,"20-64","sector_31","new_vaccinations","new_vax"
"11159",4,0,"20-64","sector_32","new_vaccinations","new_vax"
"11160",5,0,"20-64","sector_33","new_vaccinations","new_vax"
"11161",6,0,"20-64","sector_34","new_vaccinations","new_vax"
"11162",7,0,"20-64","sector_35","new_vaccinations","new_vax"
"11163",8,0,"20-64","sector_36","new_vaccinations","new_vax"
"11164",9,0,"20-64","sector_37","new_vaccinations","new_vax"
"11165",10,0,"20-64","sector_38","new_vaccinations","new_vax"
"11166",0,0,"20-64","sector_39","new_vaccinations","new_vax"
"11167",1,0,"20-64","sector_40","new_vaccinations","new_vax"
"11168",2,0,"20-64","sector_41","new_vaccinations","new_vax"
"11169",3,0,"20-64","sector_42","new_vaccinations","new_vax"
"11170",4,0,"20-64","sector_43","new_vaccinations","new_vax"
"11171",5,0,"20-64","sector_44","new_vaccinations","new_vax"
"11172",6,0,"20-64","sector_45","new_vaccinations","new_vax"
"11173",7,0,"0-4","sector_00","new_vaccinations","new_vax"
"11174",8,0,"5-19","sector_00","new_vaccinations","new_vax"
"11175",9,0,"20-64","sector_00","new_vaccinations","new_vax"
"11176",10,0,"65+","sector_00","new_vaccinations","new_vax"
"11177",0,0,"20-64","sector_01","new_vaccinations","new_vax"
"11178",1,0,"20-64","sector_02","new_vaccinations","new_vax"
"11179",2,0,"20-64","sector_03","new_vaccinations","new_vax"
"11180",3,0,"20-64","sector_04","new_vaccinations","new_vax"
"11181",4,0,"20-64","sector_05","new_vaccinations","new_vax"
"11182",5,0,"20-64","sector_06","new_vaccinations","new_vax"
"11183",6,0,"20-64","sector_07","new_vaccinations","new_vax"
"11184",7,0,"20-64","sector_08","new_vaccinations","new_vax"
"11185",8,0,"20-64","sector_09","new_vaccinations","new_vax"
"11186",9,0,"20-64","sector_10","new_vaccinations","new_vax"
"11187",10,0,"20-64","sector_11","new_vaccinations","new_vax"
"11188",0,0,"20-64","sector_12","new_vaccinations","new_vax"
"11189",1,0,"20-64","sector_13","new_vaccinations","new_vax"
"11190",2,0,"20-64","sector_14","new_vaccinations","new_vax"
"11191",3,0,"20-64","sector_15","new_vaccinations","new_vax"
"11192",4,0,"20-64","sector_16","new_vaccinations","new_vax"
"11193",5,0,"20-64","sector_17","new_vaccinations","new_vax"
"11194",6,0,"20-64","sector_18","new_vaccinations","new_vax"
"11195",7,0,"20-64","sector_19","new_vaccinations","new_vax"
"11196",8,0,"20-64","sector_20","new_vaccinations","new_vax"
"11197",9,0,"20-64","sector_21","new_vaccinations","new_vax"
"11198",10,0,"20-64","sector_22","new_vaccinations","new_vax"
"11199",0,0,"20-64","sector_23","new_vaccinations","new_vax"
